property_id,prop_name,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,region,facilities_provided
860,Desa Kudalari,4000,KLCC,Condominium,3,1,4,2000,Fully Furnished,Kuala Lumpur,"Playground, Swimming Pool, Barbeque area, Squash Court, Sauna, Security, Gymnasium, Lift, Minimart, Multipurpose hall, Club house, Tennis Court, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1059,Desa Mentari,800,Petaling Jaya,Apartment,3,1,2,680,Partially Furnished,Selangor,"Playground, Minimart, Lift, Near KTM/LRT, Internet"
971,Desa Mutiara,1200,Mutiara Damansara,Apartment,3,1,2,660,Partially Furnished,Selangor,"Security, Playground"
653,Desa Mutiara (Kajang),750,Kajang,Apartment,3,1,2,798,Unfurnished,Selangor,"Security, Playground"
861,Desa Pandan Apartment,1500,KLCC,Apartment,3,2,2,900,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Air-Cond, Washing Machine, Near KTM/LRT"
862,Desa Pandan Baiduri Block G Apartment,1500,KLCC,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,"Security, Air-Cond"
1760,Desa Permai,1800,Taman Desa,Condominium,3,1,2,1130,Fully Furnished,Kuala Lumpur,"Gymnasium, Playground, Swimming Pool, Minimart, Barbeque area, Security, Lift, Air-Cond, Washing Machine"
1289,Desa Putra (Selayang),1100,Selayang,Apartment,3,1,2,900,Fully Furnished,Selangor,"Security, Playground, Air-Cond, Near KTM/LRT"
1798,Desa Putra (Wangsa Maju),2500,Wangsa Maju,Condominium,4,1,2,1246,Fully Furnished,Kuala Lumpur,"Security, Playground, Lift, Swimming Pool, Gymnasium, Near KTM/LRT"
750,Desa Satu,700,Kepong,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,"Lift, Security"
1387,Desa Saujana,900,Seri Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,"Gymnasium, Swimming Pool, Playground, Security, Washing Machine"
1325,Desa Sentul,1900,Sentul,Condominium,3,2,2,982,Partially Furnished,Kuala Lumpur,"Lift, Security, Swimming Pool, Playground, Gymnasium, Minimart, Club house, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1136,Desa Tanjung Apartment,1200,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,"Minimart, Playground, Barbeque area"
225,Desa Temenggung,1050,Batu Caves,Apartment,3,1,2,960,Partially Furnished,Selangor,"Minimart, Security, Playground"
336,Desa Tun Razak,750,Cheras,Apartment,2,1,1,700,Partially Furnished,Kuala Lumpur,"Security, Lift, Playground, Minimart, Barbeque area, Jogging Track, Near KTM/LRT, Air-Cond"
1456,Desa View Towers Apartment,1200,Setapak,Apartment,3,1,2,890,Partially Furnished,Kuala Lumpur,"Swimming Pool, Lift, Security, Playground"
1799,Desa Villas,2500,Wangsa Maju,Condominium,4,2,2,1784,Unfurnished,Kuala Lumpur,"Security, Lift, Gymnasium, Air-Cond"
1388,Desaminium Flora,850,Seri Kembangan,Apartment,3,1,2,850,Partially Furnished,Selangor,"Playground, Barbeque area, Security, Lift, Jogging Track, Near KTM/LRT"
1389,Desaminium Rimba,900,Seri Kembangan,Apartment,5,1,3,1140,Partially Furnished,Selangor,"Security, Lift, Playground"
1137,Desaria Villa,1200,Puchong,Condominium,4,1,3,1055,Partially Furnished,Selangor,"Playground, Swimming Pool, Security, Minimart, Lift, Air-Cond"
1761,Desarina Condominium,1600,Taman Desa,Condominium,3,1,2,1337,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Tennis Court, Squash Court, Air-Cond, Washing Machine"
624,DEX Suites 1.0 (Tower A) @ Kiara East,1800,Jalan Kuching,Service Residence,2,1,1,689,Fully Furnished,Kuala Lumpur,"Gymnasium, Security, Swimming Pool, Air-Cond"
1457,Diamond Residences,1800,Setapak,Condominium,3,1,2,1131,Partially Furnished,Kuala Lumpur,"Security, Gymnasium, Playground, Club house, Minimart, Multipurpose hall, Swimming Pool, Lift, Air-Cond, Washing Machine"
1575,DK Impian,1200,Shah Alam,Apartment,2,1,2,635,Fully Furnished,Selangor,"Swimming Pool, Playground, Gymnasium, Jogging Track, Barbeque area, Security, Lift, Air-Cond, Washing Machine"
1138,D'Kiara,1000,Puchong,Apartment,3,1,2,900,Partially Furnished,Selangor,"Swimming Pool, Gymnasium, Tennis Court, Jogging Track, Minimart, Playground, Barbeque area, Security, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1307,D'Kristal,1000,Semenyih,Apartment,3,1,2,810,Partially Furnished,Selangor,"Security, Lift, Playground, Multipurpose hall, Minimart, Jogging Track"
1060,D'Latour,1350,Petaling Jaya,Duplex,3,1,2,1000,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
863,D'Mayang,2600,KLCC,Condominium,2,1,2,1150,Fully Furnished,Kuala Lumpur,"Swimming Pool, Tennis Court, Barbeque area, Security, Squash Court, Sauna, Playground, Gymnasium, Lift, Air-Cond, Washing Machine"
573,D'Nuri Residence @ Desa Petaling,1300,Desa Petaling,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond"
483,Domain 5 Apartment,1400,Cyberjaya,Service Residence,3,1,1,580,Fully Furnished,Selangor,"Security, Swimming Pool, Gymnasium, Playground, Lift, Minimart, Air-Cond, Washing Machine"
1671,Dorsett Residences Sri Hartamas,2100,Sri Hartamas,Service Residence,1,1,1,560,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Air-Cond, Washing Machine, Internet"
1139,D'Palma,1250,Puchong,Apartment,3,1,2,850,Partially Furnished,Selangor,"Playground, Security, Swimming Pool, Air-Cond, Internet, Near KTM/LRT"
18,D'Pines,2000,Ampang,Condominium,4,2,2,1394,Partially Furnished,Selangor,"Gymnasium, Playground, Security, Jogging Track, Lift, Swimming Pool, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
864,D'Puncak Suasana,1000,KLCC,Apartment,3,2,2,1000,Partially Furnished,Kuala Lumpur,"Playground, Swimming Pool, Security, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court, Air-Cond, Near KTM/LRT, Internet"
1390,Dreamcity,1300,Seri Kembangan,Condominium,1,1,1,550,Partially Furnished,Selangor,"Security, Swimming Pool, Lift, Playground, Air-Cond, Near KTM/LRT"
893,D'rimba Damansara,1500,Kota Damansara,Condominium,3,1,2,1001,Unfurnished,Selangor,"Multipurpose hall, Club house, Sauna, Minimart, Playground, Jogging Track, Security, Gymnasium, Squash Court, Swimming Pool, Near KTM/LRT"
979,"D'Sand Residence, Old Klang Road, KL Eco City",2200,Old Klang Road,Condominium,3,2,2,1084,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Playground, Air-Cond, Near KTM/LRT, Washing Machine"
980,D'Sands Residence,2500,Old Klang Road,Condominium,2,1,2,850,Fully Furnished,Kuala Lumpur,"Security, Playground, Swimming Pool, Barbeque area, Lift, Gymnasium, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
930,D'Sands Residence @ Old Klang Road,1350,Mid Valley City,Condominium,2,2,1,730,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT"
1744,D'Sara Sentral Serviced Residence,1600,Sungai Buloh,Condominium,2,1,1,840,Unfurnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Near KTM/LRT"
19,D'Suria Condominium,2400,Ampang,Condominium,3,1,2,1060,Fully Furnished,Kuala Lumpur,"Security, Swimming Pool, Lift, Playground, Air-Cond"
126,Dua Menjalara,2500,Bandar Menjalara,Condominium,3,2,2,1358,Partially Furnished,Kuala Lumpur,"Swimming Pool, Security, Sauna, Gymnasium, Lift, Multipurpose hall, Playground, Air-Cond, Near KTM/LRT"
865,Dua Residency,5900,KLCC,Condominium,5,1,5,2315,Fully Furnished,Kuala Lumpur,"Security, Gymnasium, Barbeque area, Sauna, Swimming Pool, Lift, Playground, Multipurpose hall, Air-Cond, Near KTM/LRT"
20,D-Villa Residence (Holiday Villa),2600,Ampang,Condominium,2,1,1,1200,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Minimart, Sauna, Barbeque area, Gymnasium, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine"
1290,E Suite-Designer Suites @ Emerald Avenue,1500,Selayang,Service Residence,2,1,2,813,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Multipurpose hall, Air-Cond, Washing Machine"
21,Earls Court,3400,Ampang,Apartment,4,1,3,2080,Partially Furnished,Kuala Lumpur,"Swimming Pool, Barbeque area, Security, Air-Cond"
751,East Parc @ Manjalara,1899,Kepong,Service Residence,3,2,2,1160,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Jogging Track, Air-Cond, Near KTM/LRT"
127,East Parc @ Menjalara,1300,Bandar Menjalara,Service Residence,1,1,1,600,Partially Furnished,Kuala Lumpur,"Swimming Pool, Multipurpose hall, Security, Sauna, Gymnasium, Tennis Court, Squash Court, Jogging Track, Air-Cond"
22,Eastside @ One Ampang Avenue,1800,Ampang,Condominium,3,1,2,1300,Partially Furnished,Selangor,"Swimming Pool, Jogging Track, Barbeque area, Playground, Air-Cond"
484,eclipse,1999,Cyberjaya,Service Residence,3,2,2,1000,Fully Furnished,Selangor,"Security, Lift, Playground, Gymnasium, Swimming Pool, Sauna, Barbeque area, Minimart, Club house, Multipurpose hall, Air-Cond, Washing Machine"
485,Eclipse Residence @ Pan'gaea,1800,Cyberjaya,Condominium,3,2,2,950,Fully Furnished,Selangor,"Security, Swimming Pool, Lift, Playground, Gymnasium, Tennis Court, Minimart, Air-Cond, Washing Machine"
604,Eco Sky,1600,Jalan Ipoh,Service Residence,2,1,2,900,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT"
605,EcoSky Residence,1800,Jalan Ipoh,Condominium,2,1,2,906,Partially Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine"
486,Edusphere,2000,Cyberjaya,Apartment,2,2,2,780,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Air-Cond, Washing Machine"
1359,Ehsan Residence @ Sepang,1700,Sepang,Condominium,3,1,2,1070,Fully Furnished,Selangor,"Swimming Pool, Playground, Gymnasium, Security, Lift, Minimart, Barbeque area, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
1061,Ehsan Ria,2800,Petaling Jaya,Apartment,4,1,4,1668,Partially Furnished,Selangor,"Minimart, Playground, Jogging Track, Multipurpose hall, Barbeque area, Security, Swimming Pool, Sauna, Gymnasium, Squash Court, Lift, Air-Cond"
337,Eko Cheras Mall Residence,2400,Cheras,Service Residence,1,1,2,762,Fully Furnished,Kuala Lumpur,"Gymnasium, Swimming Pool, Playground, Lift, Security, Sauna, Minimart, Multipurpose hall, Barbeque area, Air-Cond, Near KTM/LRT, Washing Machine"
338,EkoCheras Service Apartment,1900,Cheras,Duplex,1,1,2,762,Partially Furnished,Kuala Lumpur,"Security, Tennis Court, Jogging Track, Swimming Pool, Sauna, Playground, Barbeque area, Minimart, Gymnasium, Lift, Air-Cond, Near KTM/LRT"
1576,Elaeis 1,1800,Shah Alam,Condominium,3,1,2,1000,Fully Furnished,Selangor,"Security, Minimart, Playground, Sauna, Swimming Pool, Lift, Multipurpose hall, Air-Cond, Washing Machine, Near KTM/LRT"
1577,Elaeis 2,1500,Shah Alam,Condominium,3,1,2,1000,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Multipurpose hall, Jogging Track, Air-Cond, Near KTM/LRT"
1140,Elevia Residences,1600,Puchong,Condominium,3,1,2,1218,Partially Furnished,Selangor,"Playground, Barbeque area, Security, Gymnasium, Swimming Pool, Multipurpose hall, Air-Cond"
1360,E-Mas Villa,1050,Sepang,Apartment,3,1,2,1008,Partially Furnished,Selangor,"Playground, Washing Machine"
93,Embassyview,18500,Ampang Hilir,Condominium,4,3,6,7506,Partially Furnished,Kuala Lumpur,"Security, Barbeque area, Sauna, Playground, Swimming Pool, Tennis Court, Jogging Track, Gymnasium, Lift, Air-Cond, Washing Machine"
1291,Emerald Avenue (Selayang),1300,Selayang,Service Residence,2,1,2,900,Unfurnished,Selangor,"Minimart, Playground, Club house, Security, Gymnasium, Sauna, Swimming Pool, Barbeque area, Lift, Air-Cond"
339,Emerald Hills,2300,Cheras,Condominium,3,2,2,893,Fully Furnished,Kuala Lumpur,"Security, Club house, Jogging Track, Barbeque area, Sauna, Playground, Swimming Pool, Lift, Air-Cond, Washing Machine, Near KTM/LRT"
340,Emerald Residence @ Mahkota Cheras,1000,Cheras,Condominium,3,2,2,1266,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1578,Emira Residence @ Shah Alam,1800,Shah Alam,Service Residence,2,2,2,883,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Near KTM/LRT"
539,Empire City,1100,Damansara Perdana,Condominium,1,2,1,952,Partially Furnished,Selangor,"Security, Lift, Minimart, Air-Cond, Near KTM/LRT"
1062,"Empire City, Colonial Loft",1500,Petaling Jaya,Duplex,1,2,2,950,Fully Furnished,Selangor,"Security, Minimart, Lift, Air-Cond, Near KTM/LRT, Internet, Washing Machine"
540,Empire Damansara,1200,Damansara Perdana,Service Residence,1,1,1,363,Fully Furnished,Selangor,"Security, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
894,Emporis (Kota Damansara),1800,Kota Damansara,Condominium,2,1,1,600,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
792,Enau Court,3600,Keramat,Condominium,3,1,2,1700,Fully Furnished,Kuala Lumpur,"Swimming Pool, Barbeque area, Security, Tennis Court, Sauna, Playground, Gymnasium, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
895,Encorp Strand Residences,1450,Kota Damansara,Condominium,1,1,1,650,Partially Furnished,Selangor,"Gymnasium, Sauna, Playground, Swimming Pool, Tennis Court, Jogging Track, Barbeque area, Security, Multipurpose hall, Air-Cond, Near KTM/LRT"
1679,Endah Promenade,2300,Sri Petaling,Condominium,3,1,2,1297,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Near KTM/LRT, Air-Cond, Washing Machine"
1680,Endah Puri,1700,Sri Petaling,Condominium,3,2,2,960,Fully Furnished,Kuala Lumpur,"Security, Gymnasium, Playground, Swimming Pool, Tennis Court, Barbeque area, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
1681,Endah Regal,1500,Sri Petaling,Condominium,3,1,2,1141,Fully Furnished,Kuala Lumpur,"Security, Tennis Court, Swimming Pool, Club house, Gymnasium, Barbeque area, Sauna, Air-Cond, Near KTM/LRT, Washing Machine"
1682,Endah Ria,1550,Sri Petaling,Condominium,3,1,2,1417,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Washing Machine"
1683,Endah Villa,1400,Sri Petaling,Condominium,3,1,2,1129,Fully Furnished,Kuala Lumpur,"Security, Squash Court, Swimming Pool, Tennis Court, Playground, Minimart, Barbeque area, Lift, Multipurpose hall, Club house, Air-Cond, Near KTM/LRT, Washing Machine"
752,Enesta,1800,Kepong,Apartment,3,1,2,978,Partially Furnished,Kuala Lumpur,"Security, Tennis Court, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1141,Epic Residence (Puchong),1800,Puchong,Service Residence,3,2,2,1054,Partially Furnished,Selangor,"Multipurpose hall, Gymnasium, Security, Playground, Swimming Pool, Air-Cond, Washing Machine"
1391,Equine Residence,1000,Seri Kembangan,Apartment,3,1,2,1200,Partially Furnished,Selangor,"Security, Swimming Pool, Playground, Air-Cond, Near KTM/LRT"
1745,Eristana,1300,Sungai Buloh,Townhouse Condo,3,2,2,906,Partially Furnished,Selangor,"Security, Playground, Minimart, Multipurpose hall, Air-Cond"
23,Estana Court,1600,Ampang,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,"Security, Playground, Lift, Minimart, Air-Cond"
102,Eve Suite,1750,Ara Damansara,Service Residence,1,1,1,680,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Multipurpose hall, Security, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
341,Evergreen Park,1800,Cheras,Condominium,3,2,2,1152,Fully Furnished,Selangor,"Swimming Pool, Gymnasium, Jogging Track, Security, Minimart, Playground, Air-Cond, Washing Machine"
654,Evergreen Park Scot Pine,2000,Kajang,Condominium,3,1,2,1700,Partially Furnished,Selangor,"Sauna, Swimming Pool, Security, Minimart, Playground, Air-Cond, Washing Machine"
171,Evo SOHO Suites @ Bandar Baru Bangi,1100,Bangi,Service Residence,1,1,1,454,Fully Furnished,Selangor,"Swimming Pool, Security, Playground, Multipurpose hall, Lift, Barbeque area, Gymnasium, Jogging Track, Minimart, Air-Cond, Washing Machine"
811,Expressionz Professional Suites,1900,KL City,Service Residence,1,1,1,500,Fully Furnished,Kuala Lumpur,"Playground, Lift, Swimming Pool, Security, Gymnasium, Minimart, Air-Cond, Washing Machine, Internet"
1762,Faber Heights,1999,Taman Desa,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,"Swimming Pool, Gymnasium, Barbeque area, Security, Tennis Court, Sauna, Minimart, Club house, Playground, Squash Court, Lift, Air-Cond, Washing Machine"
1763,Faber Ria,1300,Taman Desa,Condominium,2,1,2,1050,Partially Furnished,Kuala Lumpur,"Playground, Swimming Pool, Tennis Court, Squash Court, Minimart, Sauna, Club house, Security, Gymnasium, Barbeque area, Lift"
753,Fadason Service Apartments,1000,Kepong,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,"Lift, Security, Playground, Swimming Pool, Minimart, Multipurpose hall, Jogging Track, Gymnasium, Sauna, Barbeque area, Tennis Court, Air-Cond"
255,Fairlane Residences,2500,Bukit Bintang,Service Residence,1,1,1,650,Fully Furnished,Kuala Lumpur,"Gymnasium, Playground, Jogging Track, Security, Lift, Swimming Pool, Air-Cond"
1693,Fairville,1100,Subang Jaya,Apartment,3,1,2,855,Unfurnished,Selangor,"Security, Lift, Playground, Air-Cond, Near KTM/LRT"
1024,Fajar Ria,2350,Pantai,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,"Playground, Gymnasium, Swimming Pool, Security, Lift, Barbeque area, Air-Cond, Near KTM/LRT"
916,Far East Residence,2100,Kuchai Lama,Service Residence,3,2,2,850,Fully Furnished,Kuala Lumpur,"Playground, Barbeque area, Sauna, Minimart, Gymnasium, Security, Multipurpose hall, Air-Cond, Washing Machine"
24,Fawina Court,1300,Ampang,Condominium,2,1,2,915,Fully Furnished,Kuala Lumpur,"Tennis Court, Security, Lift, Swimming Pool, Playground, Gymnasium, Air-Cond, Washing Machine"
1800,"Fera Residence @ The Quartz, Wangsa Maju",1700,Wangsa Maju,Service Residence,2,1,2,688,Partially Furnished,Kuala Lumpur,"Swimming Pool, Security, Lift, Air-Cond, Washing Machine"
754,First Residence,1600,Kepong,Condominium,3,1,2,1070,Partially Furnished,Kuala Lumpur,"Barbeque area, Swimming Pool, Security, Playground, Gymnasium, Lift, Jogging Track, Air-Cond, Near KTM/LRT"
1694,First Subang,1600,Subang Jaya,Studio,1,1,1,628,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Gymnasium, Jogging Track, Multipurpose hall, Air-Cond, Near KTM/LRT, Internet"
342,Flat Cheras Mewah,650,Cheras,Flat,3,1,2,700,Unfurnished,Selangor,"Security, Playground, Minimart, Near KTM/LRT"
343,Flat Desa Baiduri,700,Cheras,Flat,2,1,1,650,Partially Furnished,Selangor,"Lift, Security, Playground, Minimart, Near KTM/LRT, Air-Cond"
1016,Flat Pandan Jaya,900,Pandan Jaya,Flat,2,1,1,800,Partially Furnished,Kuala Lumpur,Air-Cond
1579,Flat PKNS,950,Shah Alam,Apartment,2,2,1,750,Unfurnished,Selangor,"Playground, Minimart, Near KTM/LRT"
1580,Flat PKNS Seksyen 7 Shah Alam,1200,Shah Alam,Flat,4,2,2,850,Partially Furnished,Selangor,"Playground, Jogging Track, Near KTM/LRT"
1392,Flat serdang perdana,600,Seri Kembangan,Flat,3,2,2,800,Unfurnished,Selangor,Near KTM/LRT
202,Flat Taman Bukit Angkasa,1200,Bangsar South,Apartment,3,1,2,750,Unfurnished,Kuala Lumpur,"Security, Lift, Washing Machine"
1142,Flat Taman Mawar,700,Puchong,Flat,3,1,1,750,Partially Furnished,Selangor,"Playground, Air-Cond, Washing Machine"
1458,Flat Taman Melati,950,Setapak,Flat,2,1,1,580,Unfurnished,Kuala Lumpur,"Playground, Air-Cond, Near KTM/LRT"
1801,Flat Wangsa Maju Seksyen 2,1200,Wangsa Maju,Flat,2,1,1,700,Unfurnished,Kuala Lumpur,"Playground, Minimart, Jogging Track, Near KTM/LRT"
1802,Flat wangsa maju seksyen 2 Blok G,1100,Wangsa Maju,Flat,2,1,1,560,Unfurnished,Kuala Lumpur,"Playground, Jogging Track, Minimart, Near KTM/LRT"
1393,Flexis @ One South,1400,Seri Kembangan,Condominium,1,1,1,450,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine"
625,Flexus Signature Suites,1600,Jalan Kuching,Apartment,1,1,1,563,Fully Furnished,Kuala Lumpur,"Gymnasium, Multipurpose hall, Swimming Pool, Sauna, Security, Lift, Playground, Barbeque area, Minimart, Jogging Track, Squash Court, Tennis Court, Air-Cond, Near KTM/LRT, Washing Machine"
541,Flora Damansara,800,Damansara Perdana,Apartment,3,1,2,800,Partially Furnished,Selangor,"Security, Lift, Minimart, Playground, Air-Cond"
542,Flora Damansara Flat,1000,Damansara Perdana,Apartment,3,1,2,850,Fully Furnished,Selangor,"Playground, Security, Tennis Court, Minimart, Barbeque area, Lift, Multipurpose hall, Air-Cond"
655,Forest Green,1350,Kajang,Condominium,3,1,2,950,Partially Furnished,Selangor,"Security, Playground, Jogging Track, Swimming Pool, Lift, Near KTM/LRT, Air-Cond, Washing Machine"
755,Fortune Avenue,1800,Kepong,Condominium,3,2,2,1920,Partially Furnished,Kuala Lumpur,"Security, Playground, Swimming Pool, Lift"
756,Fortune Centra Residences,1650,Kepong,Condominium,2,1,2,775,Partially Furnished,Kuala Lumpur,"Playground, Tennis Court, Jogging Track, Security, Swimming Pool, Barbeque area, Sauna, Club house, Gymnasium, Squash Court, Multipurpose hall, Minimart, Lift"
25,Fortune Heights Apartment A7,850,Ampang,Apartment,3,1,2,858,Unfurnished,Selangor,Playground
1394,Fortune Park,1600,Seri Kembangan,Apartment,3,2,2,1109,Fully Furnished,Selangor,"Playground, Minimart, Swimming Pool, Gymnasium, Barbeque area, Security, Lift, Jogging Track, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
757,Fortune Perdana Lakeside,1450,Kepong,Service Residence,3,2,2,1027,Partially Furnished,Kuala Lumpur,"Multipurpose hall, Barbeque area, Security, Swimming Pool, Gymnasium, Playground, Jogging Track, Air-Cond, Near KTM/LRT"
557,G Residence (Desa Pandan),3000,Desa Pandan,Service Residence,2,2,2,1410,Fully Furnished,Kuala Lumpur,"Security, Lift, Swimming Pool, Playground, Minimart, Barbeque area, Sauna, Gymnasium, Multipurpose hall, Club house, Jogging Track, Air-Cond, Washing Machine, Internet"
558,G Residence @ Desa Pandan,4500,Desa Pandan,Service Residence,3,2,2,1539,Fully Furnished,Kuala Lumpur,"Multipurpose hall, Security, Gymnasium, Swimming Pool, Air-Cond, Near KTM/LRT, Washing Machine"
344,Gagah 78,1200,Cheras,Apartment,2,1,2,800,Partially Furnished,Kuala Lumpur,"Security, Jogging Track, Air-Cond"
345,Gagah Apartment,1100,Cheras,Apartment,3,1,2,820,Partially Furnished,Selangor,"Security, Air-Cond, Washing Machine"
1253,GAIA Residences,1400,Rawang,Apartment,2,2,1,640,Partially Furnished,Selangor,"Security, Lift, Playground, Gymnasium, Swimming Pool, Air-Cond"
487,Galleria (Cyberjaya),1000,Cyberjaya,Apartment,1,1,8,550,Fully Furnished,Selangor,"Security, Lift, Swimming Pool, Gymnasium, Club house, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1395,Galleria (Seri Kembangan),1200,Seri Kembangan,Service Residence,2,1,1,500,Fully Furnished,Selangor,"Playground, Security, Barbeque area, Multipurpose hall, Swimming Pool, Gymnasium, Air-Cond, Near KTM/LRT, Washing Machine"
1396,Galleria Equine Park,1800,Seri Kembangan,Apartment,3,2,2,890,Fully Furnished,Selangor,"Security, Swimming Pool, Multipurpose hall, Playground, Gymnasium, Minimart, Lift, Air-Cond, Near KTM/LRT, Washing Machine"
656,Gapura Bayu,1158,Kajang,Apartment,3,2,2,1000,Partially Furnished,Selangor,"Lift, Security, Playground, Jogging Track, Multipurpose hall, Minimart"
657,Garden Park,850,Kajang,Apartment,3,1,2,883,Partially Furnished,Selangor,"Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court, Air-Cond"
488,Garden Plaza @ Garden Residence,950,Cyberjaya,Service Residence,1,1,1,450,Fully Furnished,Selangor,"Multipurpose hall, Gymnasium, Swimming Pool, Security, Lift, Playground, Minimart, Barbeque area, Sauna, Air-Cond, Near KTM/LRT, Washing Machine"
1778,Gaya Apartments,1750,Taman Melawati,Apartment,2,2,2,972,Partially Furnished,Kuala Lumpur,"Security, Playground, Jogging Track, Minimart, Swimming Pool, Lift, Air-Cond"
196,Gaya Bangsar,2000,Bangsar,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,"Playground, Swimming Pool, Gymnasium, Security, Lift, Multipurpose hall, Air-Cond, Near KTM/LRT, Washing Machine, Internet"
1581,Gaya Resort Homes,1900,Shah Alam,Service Residence,2,2,2,782,Fully Furnished,Selangor,"Playground, Security, Lift, Swimming Pool, Sauna, Air-Cond, Washing Machine"
26,GCB Court,2500,Ampang,Condominium,4,1,2,2000,Fully Furnished,Kuala Lumpur,"Security, Squash Court, Gymnasium, Tennis Court, Barbeque area, Playground, Swimming Pool, Sauna, Lift, Air-Cond"
